id,freq,tesla,fib_mode,ops,base_val,result,yin,yang,balance,resonance,score,theta_deg,phi_deg,spin_theta_deg,torus_x,torus_y,torus_z,hash16
210,720,6,seed_36,/ / * +,5019,2510.5,2,2,1.0,0.969516,0.978661,350.50000000000006,80.0,312.5000000000002,0.5185630526999333,2.9409172131025905,-0.16504760586067735,a9cf6e140826759dff034c98ffb91013
222,1008,6,seed_36,sqrt / ^2 +,6213,1554.2500000000002,2,2,1.0,0.926492,0.978544,114.25000000000023,150.0,176.7500000000026,-1.3763578473924063,0.7946405736932595,0.9117620435770869,b3c76a4891248b64fce7609520665166
613,144,3,seed_69,- + - *,1563,3124,2,2,1.0,0.96799,0.977593,244.0,100.0,151.99999999999991,-0.27117400455217483,1.5379042019696796,-0.8987940462991668,05b2d69714a4a02bdd2e5919f6819f71
318,144,3,classic,sqrt * ^2 /,487,973.9999999999999,2,2,1.0,0.96737,0.977159,253.9999999999999,190.0,189.99999999999937,-1.6981657009960485,-0.29943243079930737,-0.9612616959383182,0440289412fc5249d7699532fdaa5e7e
548,864,9,seed_36,/ * / +,7782,3892.0,2,2,1.0,0.966443,0.97651,292.0,220.0,88.00000000000003,-1.8190541854799458,-1.5263676961277097,-0.9271838545667874,5df4cfa6f1b8c1ab98131b8e974c253c
662,864,9,seed_36,- + + -,7782,7782,2,2,1.0,0.966211,0.976348,222.0,239.99999999999997,222.0,-0.6284275872613034,-1.0884685100145004,-0.6691306063588582,7cdcb9ef81d8008afbcd64dfc5a226d2
672,864,3,classic,^2 sqrt / +,2681,1341.5,2,2,1.0,0.966083,0.976258,261.5,90.0,95.0,1.134139638035487e-16,1.8521905888703896,-0.9890158633619168,5f97eb43b326400c27c78c3df1758182
424,144,3,seed_36,* * / -,597,1193.0,2,2,1.0,0.965633,0.975943,113.0,140.0,276.0000000000001,-1.2327714765051403,1.0344180912613345,0.9205048534524403,8ba8201a0a84aa20e75afe519c7d9503
295,576,3,seed_36,/ sqrt ^2 *,1791,1791.0,2,2,1.0,0.964824,0.975377,351.0,180.0,351.0,-2.9876883405951378,3.6588629631597026e-16,-0.15643446504023112,4b27cd3c8eb7c8d8bb515298e2e36c69
590,144,9,classic,+ - + /,1385,693.0,2,2,1.0,0.963855,0.974699,333.0,180.0,35.999999999999794,-2.891006524188368,3.5404618861613997e-16,-0.45399049973954697,08be55e262eb9155daa237b19874daf0
414,864,3,classic,sqrt + ^2 -,2593,2694.8430164517927,2,2,1.0,0.961837,0.973286,174.84301645179266,210.00000000000003,318.74413161434126,-0.8695309335023832,-0.5020239185263077,0.08988486591426606,f11b1135667a52cd1558d99dd01638a5
126,288,3,seed_69,sqrt ^2 + -,966,966.0000000000001,2,2,1.0,0.96,0.972,246.0000000000001,210.00000000000003,132.00000000000023,-1.379806542015232,-0.796631678462101,-0.9135454576426016,e8ce23aff794b7209fd0f326d5ba3e72
663,864,3,seed_69,- + * -,2757,5513,2,2,1.0,0.958881,0.971217,113.0,140.0,339.00000000000006,-1.2327714765051403,1.0344180912613345,0.9205048534524403,01ea5bee037b08963cb7defc5e5c7d45
577,288,3,seed_36,- / + *,903,904.0,2,2,1.0,0.955752,0.969027,184.0,130.0,223.99999999999991,-0.6443534079973435,0.7679104888811568,-0.06975647374412527,1b3c89e62ec58eb99b3adb0be1981ffd
288,720,9,classic,+ sqrt - ^2,6488,6328.891341014829,2,2,1.0,0.955618,0.968932,208.89134101482887,190.0,173.3480460889731,-1.1073793343920344,-0.19526085453229716,-0.48315007070759264,4638f115ccdc564a67f4233d89e5bf37
675,576,9,seed_69,* / - +,5451,5451.0,2,2,1.0,0.951018,0.965713,51.0,150.0,51.0,-2.277058253337594,1.3146601955249186,0.7771459614569709,cc63048cf58fa8cdb5fe6789641f058c
719,864,6,seed_69,/ sqrt ^2 +,5451,2726.4999999999995,2,2,1.0,0.950669,0.965469,206.49999999999955,170.0,206.49999999999955,-1.0882772082817074,0.19189263431015066,-0.4461978131098016,d450b3dd276158bc3b26dc7fa4745ea6
36,720,9,seed_36,+ sqrt ^2 /,7611,3805.9999999999995,2,2,1.0,0.946923,0.962846,205.99999999999955,160.0,311.99999999999443,-1.0347951086581781,0.37663461811583765,-0.4383711467890703,244bc8d5eb0b164e13dc7b012657152e
397,720,9,classic,* ^2 sqrt /,6493,6493.0,2,2,1.0,0.942845,0.959992,13.0,220.0,13.0,-2.278499659908164,-1.9118882242664983,0.224951054343865,2766b30ae3bf476f3f1992b61d2a29a4
52,288,6,seed_36,sqrt ^2 sqrt ^2,1893,1893.0,2,2,1.0,0.942496,0.959748,93.0,210.00000000000003,12.000000000000018,-1.686726539931137,-0.9738320218785284,0.9986295347545738,fa7c585ae4a07bb3f2bd273345717853
239,720,9,classic,+ + / /,6488,1622.5,2,2,1.0,0.94246,0.959722,182.5,110.0,207.50000000000003,-0.34234567071665595,0.9405869999420599,-0.04361938736533583,eccf954a5c23e66d060dddb37af16731
321,720,3,classic,/ sqrt ^2 +,2161,1081.5000000000002,2,2,1.0,0.942331,0.959632,1.5000000000002274,100.0,18.00000000000273,-0.5208850281072644,2.9540857900157893,0.026176948307877118,d84acda9023c175f4d82f83c00b6f49e
557,288,6,seed_36,/ / * +,2160,1081.0,2,2,1.0,0.941946,0.959362,1.0,100.0,12.000000000000002,-0.5209180855422484,2.954273268045817,0.01745240643728351,bf2abf4ae2b674fa58d736a39cde92a7
690,576,3,seed_36,sqrt / ^2 *,2160,1080.0,2,2,1.0,0.941176,0.958824,0.0,90.0,0.0,1.8369701987210297e-16,3.0,0.0,7979d03f46e4f34288fd333fed10297b
538,144,6,classic,^2 / * sqrt,919,919.0,2,2,1.0,0.940152,0.958107,199.0,190.0,199.0,-1.0384614821571494,-0.18310877773080775,-0.32556815445715676,da6057afa4606db29b9f963d3ec1f956
683,1008,9,seed_69,sqrt sqrt * ^2,9135,382.30877572977573,2,2,1.0,0.89684,0.957788,22.308775729775732,130.0,245.39653302753308,-1.8802511972129725,2.2407961192581243,0.3795978651745338,2574e3642f6df952bd31d16384a2e383
153,720,6,seed_36,- sqrt * +,4422,133.9812016790343,2,2,1.0,0.934951,0.954466,133.9812016790343,70.0,259.81201679034314,0.44653386420571456,1.226841708927017,0.7195676738851785,c8a390fe26627e72e5d83b490d76c679
177,144,3,seed_36,^2 - sqrt +,534,534.9990636695911,2,2,1.0,0.933548,0.953484,174.99906366959112,119.99999999999999,339.9962546783645,-0.5019033631723271,0.8693221255041651,0.08717202259811255,00025ef16b889686aa07cb44e85aefdf
431,144,3,classic,sqrt - ^2 +,440,400.04764607319396,2,2,1.0,0.93113,0.951791,40.04764607319396,40.0,40.04764607319396,2.1185032985807726,1.7776353364869772,0.6434244152520833,4a59ec851dff089f59ac76cfe94f2431
334,432,3,seed_69,/ * + /,1311,656.0,2,2,1.0,0.918367,0.942857,296.0,170.0,16.000000000000227,-2.4013268100791523,0.4234187061155462,-0.898794046299167,c850e2e7430f92d84dbe2fd810ecfe6b
80,432,6,classic,/ + + /,2605,652.25,2,2,1.0,0.913996,0.939797,292.25,130.0,88.99999999999996,-1.5289658590321622,1.8221505554554713,-0.9255405040175665,9a4ffebc3dbaa32f866300b31782e029
712,144,6,seed_36,/ / + +,1029,259.25,2,2,1.0,0.909234,0.936464,259.25,160.0,317.0,-1.7041099813352036,0.6202453091219481,-0.9824503977255097,c9e17618af239bb79dc25c3db651b23c
506,288,3,seed_69,- + + /,966,483.5,2,2,1.0,0.893485,0.92544,123.5,150.0,268.0,-1.2540593570004364,0.7240315073439708,0.8338858220671682,40a84cac82d6a0db9e13513800ec514d
29,144,9,classic,+ sqrt / ^2,1298,324.74999999999994,2,2,1.0,0.886836,0.920785,324.74999999999994,90.0,42.74999999999953,1.724695532437086e-16,2.816641555161678,-0.5771451900372345,2b4d9a9a0d7d962877485bdded583966
530,144,9,classic,sqrt / ^2 +,1297,325.25,2,2,1.0,0.885473,0.919831,325.25,100.0,221.00000000000009,-0.4899738487931307,2.7787797807485997,-0.5699967625963029,1fb382ece187f46a5de7842c6c36446f
496,1008,9,seed_36,^2 * sqrt sqrt,9237,114.2938785571663,2,2,1.0,0.828986,0.91029,114.2938785571663,59.99999999999999,194.35102845733036,0.7942915087304965,1.375753249141758,0.9114472373530451,d0b7e81c2f3beede3e12eac9c2b9d29c
581,288,6,classic,sqrt sqrt * ^2,1741,166.90116836020053,2,2,1.0,0.862786,0.90395,166.90116836020053,130.0,333.80233672040106,-0.6595125647598066,0.785976468413521,0.22663144633249455,126dc30b818f4efc106e01d158535107
388,576,6,seed_69,* sqrt - *,3723,170.580416038437,2,2,1.0,0.844177,0.890924,170.580416038437,80.0,303.482496230622,0.17598960134912445,0.9980866265730574,0.16366316760713354,f969f005068d4029bd1fa73c35a3e369
99,432,3,seed_69,sqrt + / ^2,1320,348.41590212458493,2,2,1.0,0.837885,0.886519,348.41590212458493,150.0,302.0795106229249,-2.58043615716115,1.4898155099636332,-0.20080603774852784,c965595932c84bc38140556f9d0a5d26
230,720,9,seed_69,+ - * sqrt,6645,115.28226229563678,2,2,1.0,0.83373,0.883611,115.28226229563677,70.0,72.82262295636774,0.5379710229896094,1.478063237984855,0.9042148083559942,401ca4d3771250cb48d165c56b863ede
403,864,3,seed_69,sqrt ^2 sqrt *,3291,114.73447607410773,2,2,1.0,0.831094,0.881766,114.73447607410775,59.99999999999999,67.34476074107747,0.7907931667126211,1.3696939430245447,0.9082565736747888,b00e29274fef1976d66efc91bf8ea04a
264,720,9,classic,- + * sqrt,6514,114.1402645870422,2,2,1.0,0.828254,0.879778,114.14026458704221,59.99999999999999,342.4207937611266,0.7955140733162335,1.3778707931197889,0.912546997777717,698cf5d1b35860e96548a6493a88261e
428,1008,9,seed_69,sqrt * / *,9135,191.1543878648879,2,2,1.0,0.753318,0.857322,191.1543878648879,110.0,22.308775729775782,-0.3484810847778488,0.9574439115341916,-0.1934533690750346,0f1e7a782af92d68b21420c3d48a10ee
144,1008,9,classic,sqrt + + -,9077,96.2732911156112,2,2,1.0,0.751069,0.855748,96.2732911156112,150.0,96.2732911156112,-1.6374193834638637,0.9453645218191726,0.9940120009817837,06f79288a7f2d37f2e8c9aba41d0ae15
211,576,9,seed_69,/ sqrt * *,5616,211.96226079186832,2,2,1.0,0.791127,0.853789,211.96226079186832,40.0,43.73582554307832,0.8821791126023393,0.7402361680169229,-0.529360562564751,dd001d05b432ea406641c9bfaed466e8
647,864,6,classic,* / - *,5197,10392.0,2,2,1.0,0.775982,0.843187,312.0,150.0,263.99999999999994,-2.3115349111253334,1.3345653031794287,-0.7431448254773946,dc36151d567f5abe73283882c2568af5
255,864,6,classic,* - sqrt *,5239,204.71443525066815,2,2,1.0,0.775683,0.842978,204.71443525066815,59.99999999999999,204.71443525066815,0.5457985649224791,0.945350845143914,-0.4180959524966512,ead8a108494417d6053c6cc9125c6bf2
480,288,9,seed_36,/ * sqrt *,2601,102.0,2,2,1.0,0.774194,0.841935,102.0,29.999999999999996,198.0000000000001,1.551994001576922,0.8960441545911202,0.9781476007338057,4df956bac220579cdd9d7295b39318f7
332,864,6,seed_36,* sqrt / *,5193,101.91172650877817,2,2,1.0,0.773826,0.841678,101.91172650877817,20.0,142.94071810533794,1.6854285041555725,0.6134458074964387,0.9784667615834963,5ac817d17970d3031cc4a2aaf3e71745
694,432,6,classic,- * * -,2626,10499,2,2,1.0,0.768073,0.837651,59.00000000000001,230.0,295.0,-1.6166353124420696,-1.9266309415174987,0.8571673007021123,ffb096c5ecd5b9fc795d3607daaa84f2
24,576,9,seed_36,* - / *,5286,10571.0,2,2,1.0,0.762842,0.833989,131.0,140.0,32.999999999999986,-1.0295185127217452,0.8638686043149987,0.7547095802227721,1e3aef2e217656dc190a47b2bbfc0036
425,1008,6,seed_36,+ + sqrt ^2,6054,6055.999999999999,1,3,0.3333,0.998679,0.829075,295.9999999999991,160.0,231.99999999999818,-2.2913193733749555,0.833972049105971,-0.898794046299174,b8c84bd861b6abe58115e70d9af63708
50,1008,3,seed_69,+ ^2 * sqrt,3063,4333.150355111164,1,3,0.3333,0.996965,0.827876,13.150355111163663,130.0,39.45106533349099,-1.9115066212141356,2.2780448830995654,0.22750721073296074,a0b437270b4fcd2e3ea61a4e67528302
6,1008,9,classic,^2 sqrt / -,9074,4536.0,3,1,0.3333,0.984615,0.819231,216.0,180.0,288.0,-1.1909830056250525,1.4585335256776148e-16,-0.587785252292473,b1723391c68b2ea973b6b51a1aecce90
370,1008,3,classic,sqrt - - ^2,3045,2828.2739254188577,3,1,0.3333,0.982356,0.81765,308.27392541885774,200.0,99.28710502629296,-2.4614513604999813,-0.8958950283160405,-0.7850583428192365,6b4c33be8a0829badf21b6c3f654d4d2
201,864,9,seed_36,* * sqrt /,7785,88.23264701911646,2,2,1.0,0.720839,0.804587,88.23264701911646,160.0,74.09382317204816,-1.908366524581036,0.6945886110175384,0.9995242958969056,e7abf0d87302efad9e9f44b7d1c3fce0
32,288,6,classic,- sqrt / ^2,1729,432.0,3,1,0.3333,1.0,0.8,72.0,90.0,0.0,1.4138651356690608e-16,2.3090169943749475,0.9510565162951535,6d417387dffa72f243addc604443fa6d
699,288,6,classic,^2 sqrt - /,1729,864.0,3,1,0.3333,1.0,0.8,144.0,180.0,144.0,-1.1909830056250525,1.4585335256776148e-16,0.5877852522924732,21ce4daffd0dcd2ba3874fcdc00d394f
327,864,6,classic,- / - +,5185,2592.0,3,1,0.3333,1.0,0.8,72.0,180.0,144.0,-2.3090169943749475,2.8277302713381215e-16,0.9510565162951535,4df83f99adb5c4eb12fc31bcc2b9a3fe
309,432,6,seed_36,- + * +,3024,6049,1,3,0.3333,0.999835,0.799884,289.0,190.0,289.0,-2.2902375486676996,-0.4038306720617319,-0.945518575599317,043716cc7d40df90c70889086a356784
149,720,6,classic,+ - / -,4321,2159.5,3,1,0.3333,0.999769,0.799838,359.50000000000006,170.0,356.50000000000034,-2.954385760575009,0.520937921010273,-0.008726535498373636,2bf28defeefeeeaa19a175fd0b69fc62
621,144,6,classic,* - * *,865,6916,1,3,0.3333,0.999422,0.799595,76.0,220.0,96.00000000000003,-1.717411810030891,-1.4410796163764255,0.9702957262759965,346e87364db7f46199f10ccf32668c69
317,432,9,seed_69,/ + + *,4320,4324.0,1,3,0.3333,0.999075,0.799352,4.0,130.0,44.0,-1.926797030748814,2.2962672835947555,0.0697564737441253,c7decb467fd1cd0889ea5499169e977a
246,864,3,classic,sqrt ^2 + *,2594,5190.0,1,3,0.3333,0.998844,0.799191,150.0,150.0,150.0,-0.9820508075688772,0.5669872981077805,0.49999999999999994,91fb0aa2ebc51cff5236d5b7a344f275
